Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_code,Probability
1,44,1,9003,1,39,150.0,1,3,2,2,2,150.0,0,0,0,1,1,0,25,0,9,14,16,14,12.428571428571429,0,3,9,13,6,10.857142857142858,0,15.5,2.8,-4.06,Dropout,1,0.0
1,1,1,171,1,1,161.0,1,37,37,9,9,144.2,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,0,0.0
1,42,1,9500,1,1,111.0,1,1,3,9,10,128.2,1,0,0,1,1,0,23,0,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,Graduate,0,0.0
1,53,1,9003,1,42,140.0,1,3,38,141,151,135.3,0,0,0,1,1,0,21,0,7,12,18,11,12.090909090909092,0,5,12,14,11,12.0,0,8.9,1.4,3.51,Graduate,0,0.0
1,39,1,9991,0,1,139.0,1,1,1,4,10,140.7,0,0,0,1,1,0,25,0,0,5,13,1,10.0,0,0,5,8,2,11.333333333333334,0,12.4,0.5,1.79,Dropout,1,0.0
1,1,1,9130,1,1,132.0,1,19,38,9,9,130.4,1,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Graduate,0,0.0
1,1,6,9070,1,6,119.0,1,1,1,9,9,123.2,1,0,0,1,1,0,22,0,0,6,6,6,14.166666666666666,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate,0,0.0
1,39,1,9670,1,1,133.1,1,19,19,3,9,118.0,0,0,0,1,1,0,27,0,0,6,7,6,14.0,0,0,6,7,6,14.714285714285714,0,8.9,1.4,3.51,Graduate,0,0.0
1,39,1,9003,1,19,133.1,1,4,1,2,4,120.0,0,0,0,1,1,0,25,0,0,3,4,0,0.0,0,0,3,5,0,0.0,0,16.2,0.3,-0.92,Dropout,1,0.0
1,17,4,9119,1,1,129.0,1,34,36,0,5,118.9,1,0,0,1,1,0,18,0,0,5,9,3,11.666666666666666,0,0,5,10,3,11.333333333333334,4,7.6,2.6,0.32,Dropout,1,0.0
1,17,1,9085,1,1,128.0,1,38,19,8,8,117.2,0,0,0,1,1,0,20,0,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,Graduate,0,0.0
1,39,1,9003,1,1,120.0,1,3,4,2,2,120.0,0,0,0,1,1,0,27,0,0,6,10,5,13.0,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,Graduate,0,0.0
1,1,1,8014,0,1,130.0,1,1,1,9,9,118.1,0,0,0,1,1,0,20,0,0,6,7,6,12.166666666666666,0,0,6,9,6,12.0,0,7.6,2.6,0.32,Graduate,0,0.0
1,1,1,9147,1,1,130.0,1,38,37,9,9,124.8,1,0,0,1,1,0,22,0,0,5,9,0,0.0,0,0,5,5,1,12.0,0,7.6,2.6,0.32,Dropout,1,0.0
1,17,6,9119,1,1,111.0,1,19,3,5,10,106.5,1,0,0,1,1,0,19,0,0,5,10,3,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,Dropout,1,0.0
1,43,4,171,1,1,117.0,1,19,12,9,10,109.3,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0,0.0
2,39,1,9085,1,9,133.1,1,1,1,4,4,120.0,1,0,0,0,1,0,29,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout,1,0.0
1,1,2,9500,1,1,149.0,1,3,1,9,9,137.5,0,0,0,1,1,0,19,0,0,8,8,7,13.828571428571427,0,0,8,8,7,13.828571428571427,0,12.7,3.7,-1.7,Graduate,0,0.0
2,1,1,9238,1,1,134.0,1,37,37,5,5,120.4,0,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Graduate,0,0.0
1,1,4,9070,1,1,136.0,1,37,37,9,8,136.7,1,0,0,1,0,0,20,0,0,6,6,4,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate,0,0.0
1,39,1,8014,0,1,133.1,1,34,5,0,1,118.5,1,0,0,1,0,0,31,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.0
1,17,5,9500,1,1,141.0,1,12,1,5,5,133.0,1,0,0,1,0,0,18,0,0,7,8,7,12.5375,0,0,8,9,7,12.614285714285714,0,13.9,-0.3,0.79,Graduate,0,0.0
1,1,1,9147,1,1,148.0,1,37,38,9,8,133.0,1,0,0,1,0,0,18,0,0,5,10,4,12.0,0,0,5,9,4,12.8,0,13.9,-0.3,0.79,Graduate,0,0.0
1,17,1,9254,1,1,102.0,1,37,37,7,7,102.0,0,0,0,1,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Graduate,0,0.0
1,1,1,9147,1,1,143.0,1,1,19,3,3,133.9,0,0,0,1,0,1,18,0,0,5,5,5,15.0,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,Graduate,0,0.0
1,17,1,9085,1,1,120.0,1,38,19,90,90,127.0,0,0,0,1,0,0,19,0,0,5,7,3,12.0,0,0,5,7,5,13.2,0,7.6,2.6,0.32,Graduate,0,0.0
1,17,1,9773,1,1,121.0,1,38,38,9,8,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate,0,0.0
1,1,3,9254,1,1,122.0,1,37,37,9,3,124.5,1,0,0,1,0,0,19,0,0,6,12,6,11.666666666666666,0,0,6,14,3,12.0,0,7.6,2.6,0.32,Graduate,0,0.0
1,1,4,9556,1,1,122.0,1,37,1,5,4,123.9,0,0,0,1,0,0,19,0,0,7,9,7,12.1625,0,0,8,8,8,13.825,0,13.9,-0.3,0.79,Graduate,0,0.0
1,1,2,9670,1,1,123.0,1,19,1,9,3,117.8,1,0,0,1,0,0,18,0,0,6,6,6,13.833333333333334,0,0,6,11,6,14.555555555555555,0,10.8,1.4,1.74,Graduate,0,0.0
1,44,1,9670,1,39,110.0,1,37,1,9,4,110.0,0,0,0,1,0,1,20,0,2,6,9,6,12.125,0,2,6,7,6,13.571428571428571,0,11.1,0.6,2.02,Graduate,0,0.0
1,39,1,9991,0,3,120.0,1,37,37,9,9,141.0,0,0,0,1,0,0,29,0,10,15,15,11,11.454545454545457,0,9,13,16,11,11.545454545454543,0,10.8,1.4,1.74,Dropout,1,0.0
1,17,1,9853,1,1,133.1,1,38,12,7,0,111.5,0,0,0,0,0,1,20,0,0,6,10,4,12.0,0,0,6,14,3,10.0,0,7.6,2.6,0.32,Dropout,1,0.0
4,39,1,9853,1,1,143.0,1,37,1,9,10,140.0,0,0,1,0,0,0,31,0,0,7,8,6,12.666666666666666,0,0,7,9,5,12.6,0,8.9,1.4,3.51,Dropout,1,0.0
1,17,1,9670,1,1,149.0,1,19,37,7,4,134.3,0,1,0,1,0,0,20,0,0,6,7,6,12.666666666666666,0,0,6,9,6,13.77777777777778,0,10.8,1.4,1.74,Graduate,0,0.0
1,17,1,9003,1,1,133.0,1,38,37,9,9,125.3,1,0,0,1,0,0,21,0,12,18,22,18,11.88888888888889,1,11,13,13,13,11.461538461538462,0,15.5,2.8,-4.06,Graduate,0,0.0
1,7,1,9130,1,3,140.0,1,19,38,9,9,140.0,1,0,0,1,0,0,23,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.0
1,17,5,9070,1,1,122.0,1,19,38,5,7,119.6,0,0,1,0,0,0,21,0,0,6,6,4,13.0,0,0,6,8,4,11.6,0,10.8,1.4,1.74,Dropout,1,0.0
1,7,1,9500,1,40,170.0,1,1,1,9,4,170.0,0,0,0,1,0,0,24,0,4,7,7,7,16.885714285714283,0,3,8,9,8,15.744444444444444,0,16.2,0.3,-0.92,Graduate,0,0.0
1,39,1,8014,0,1,120.0,1,1,1,4,4,150.5,0,0,0,1,0,0,27,0,0,6,6,6,12.5,0,1,6,6,6,12.333333333333334,0,15.5,2.8,-4.06,Graduate,0,0.0
1,1,1,9500,1,1,143.0,1,1,37,3,8,128.0,0,0,0,1,0,1,18,0,0,7,9,7,13.055555555555555,0,0,8,8,8,15.8125,0,13.9,-0.3,0.79,Graduate,0,0.0
1,1,3,171,1,1,115.0,1,9,1,6,6,108.7,1,0,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.0
1,17,1,9130,1,1,123.0,1,19,3,3,2,121.6,1,0,1,1,0,1,19,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.0
1,1,6,9500,1,1,131.0,1,38,19,7,7,125.3,1,0,0,1,0,1,19,0,0,8,8,7,12.355714285714283,0,0,8,8,7,12.355714285714283,0,10.8,1.4,1.74,Graduate,0,0.0
1,17,1,9085,1,1,127.0,1,19,38,194,193,117.6,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.0
1,1,2,9853,1,1,112.0,1,37,37,191,182,106.1,1,0,1,1,0,1,20,0,0,7,7,7,13.857142857142858,0,0,7,8,7,12.571428571428571,0,8.9,1.4,3.51,Graduate,0,0.0
2,1,1,8014,0,1,150.0,1,1,37,4,7,139.9,1,0,0,1,0,0,24,0,0,6,9,5,13.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,0,0.0
1,1,1,9070,1,1,116.0,1,1,1,1,1,110.8,1,0,0,1,0,0,20,0,0,6,6,6,12.833333333333334,0,0,6,10,6,11.166666666666666,0,12.4,0.5,1.79,Graduate,0,0.0
1,1,1,9500,1,1,130.0,1,19,37,9,9,117.8,1,0,0,1,0,1,19,0,0,8,8,7,12.357142857142858,0,0,8,8,7,12.357142857142858,0,12.7,3.7,-1.7,Graduate,0,0.0
1,1,6,9500,1,1,144.0,1,1,37,9,9,127.5,1,0,0,1,0,1,18,0,0,8,8,7,13.857142857142858,0,0,8,8,7,13.857142857142858,0,12.7,3.7,-1.7,Graduate,0,0.0
1,17,2,9238,1,3,105.0,1,37,37,7,8,129.7,1,0,0,1,0,1,20,0,0,6,6,6,12.333333333333334,0,0,6,6,6,10.666666666666666,0,9.4,-0.8,-3.12,Graduate,0,0.0
1,17,1,9500,1,1,143.0,1,37,37,9,8,130.6,1,0,0,1,0,0,20,0,0,7,8,7,12.847142857142858,0,0,8,10,8,13.788888888888888,0,16.2,0.3,-0.92,Graduate,0,0.0
1,17,2,9500,1,1,137.0,1,19,37,4,7,126.3,1,0,0,1,0,1,19,0,0,7,9,6,12.339999999999998,0,0,8,9,8,13.01875,0,11.1,0.6,2.02,Graduate,0,0.0
1,1,1,9773,1,1,133.1,1,3,19,4,5,105.0,1,0,0,1,0,0,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,0,0.0
1,17,2,9147,1,1,116.0,1,1,38,4,3,114.6,1,0,0,1,0,0,19,0,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,Dropout,1,0.0
1,17,5,9853,1,1,117.0,1,38,38,9,7,114.6,1,0,0,1,0,0,19,0,0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,Dropout,1,0.0
1,17,1,9500,1,1,137.0,1,38,37,7,5,131.0,1,0,0,1,0,1,18,0,0,8,8,8,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,Graduate,0,0.0
1,17,4,9070,1,1,116.0,1,38,37,9,9,109.0,0,0,0,1,0,1,23,0,0,6,6,6,13.333333333333334,0,0,6,8,3,12.666666666666666,0,11.1,0.6,2.02,Dropout,1,0.0
1,1,1,9853,1,1,133.1,1,19,19,9,8,132.0,1,0,0,1,0,0,21,0,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,Dropout,1,0.0
1,44,1,8014,0,39,130.0,1,37,38,6,6,130.0,1,0,0,1,0,0,23,0,5,9,10,9,10.88888888888889,0,3,8,10,6,11.333333333333334,0,11.1,0.6,2.02,Graduate,0,0.0
1,1,3,9500,1,1,106.0,1,19,37,9,7,109.5,1,0,0,1,0,0,19,0,0,7,8,7,13.025,0,0,8,9,8,13.811111111111112,0,13.9,-0.3,0.79,Graduate,0,0.0
1,17,2,9773,1,1,125.0,1,1,38,5,6,115.9,1,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,0,0.0
1,1,1,9773,1,1,134.0,1,19,37,9,9,131.6,1,1,0,1,0,0,19,0,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,Graduate,0,0.0
1,39,1,9500,1,1,133.1,1,19,37,9,9,120.0,0,0,0,1,0,1,25,0,0,8,8,7,12.042857142857144,0,0,8,8,7,12.042857142857144,0,12.7,3.7,-1.7,Graduate,0,0.0
1,1,1,9500,1,1,136.0,1,1,19,5,7,136.4,0,0,0,1,0,1,19,0,0,7,8,7,12.8375,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,Graduate,0,0.0
1,39,1,9556,1,1,120.0,1,38,38,191,193,120.0,0,0,1,1,0,1,24,0,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,Graduate,0,0.0
1,1,1,9670,1,1,135.0,1,37,37,9,7,132.6,1,0,0,1,0,1,18,0,0,6,7,6,13.5,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate,0,0.0
1,17,5,9238,1,1,122.0,1,37,37,7,5,112.9,1,0,0,1,0,1,19,0,0,6,8,6,12.125,0,0,6,7,6,12.714285714285714,0,16.2,0.3,-0.92,Graduate,0,0.0
1,1,5,9500,1,1,147.0,1,37,37,9,9,134.3,0,0,0,1,0,1,18,0,0,8,12,7,12.62857142857143,0,0,8,12,7,12.62857142857143,0,12.7,3.7,-1.7,Graduate,0,0.0
1,17,3,9238,1,1,121.0,1,1,1,4,5,117.2,0,0,0,1,0,0,19,0,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,Graduate,0,0.0
1,18,1,9773,1,1,135.0,1,1,1,3,3,129.8,0,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,Dropout,1,0.0
2,39,1,9670,1,1,130.0,1,37,37,9,0,158.0,0,0,1,0,0,0,34,0,0,6,7,4,13.5,0,0,6,6,0,0.0,6,12.7,3.7,-1.7,Dropout,1,0.0
1,1,2,9773,1,1,108.0,1,38,38,7,7,115.0,1,0,1,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.0
2,39,1,9991,0,3,140.0,1,19,19,9,7,152.4,0,0,0,1,0,0,26,0,0,5,5,5,12.0,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate,0,0.0
1,43,2,9556,1,1,120.0,1,1,19,4,3,110.2,0,0,0,1,0,0,27,0,0,7,9,7,12.228571428571428,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,Graduate,0,0.0
1,1,1,9670,1,1,117.0,1,1,38,5,1,113.5,1,0,0,1,0,0,20,0,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,0,0.0
1,17,1,9238,1,1,151.0,1,19,1,5,0,144.4,1,0,0,1,0,0,18,0,0,6,8,6,15.375,0,0,6,7,6,16.428571428571427,0,16.2,0.3,-0.92,Graduate,0,0.0
1,39,1,9500,1,19,133.1,1,1,5,4,3,100.0,0,0,0,1,0,0,24,0,0,8,11,7,12.614285714285714,0,0,8,11,7,12.614285714285714,0,12.7,3.7,-1.7,Graduate,0,0.0
1,44,1,9238,1,39,130.0,1,38,38,6,9,126.3,1,0,0,1,0,1,19,0,3,6,7,5,12.2,0,2,6,6,6,11.5,0,13.9,-0.3,0.79,Graduate,0,0.0
1,1,1,9773,1,1,125.0,1,19,38,3,5,115.9,0,0,0,1,0,0,19,0,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,Graduate,0,0.0
1,51,1,8014,0,1,121.0,1,1,38,5,7,112.3,0,0,0,1,0,0,22,0,14,16,16,13,10.923076923076923,0,13,13,13,11,11.454545454545457,0,16.2,0.3,-0.92,Graduate,0,0.0
1,43,1,9070,1,1,141.0,1,1,19,5,10,127.0,0,0,0,1,0,0,20,0,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,Graduate,0,0.0
1,39,1,9003,1,1,130.0,1,19,19,9,9,120.0,0,0,0,1,0,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,1,0.0
1,44,1,9003,1,39,180.0,1,1,3,4,2,180.0,0,0,0,1,0,0,21,0,0,6,6,6,15.833333333333334,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,Graduate,0,0.0
1,17,4,9773,1,1,127.0,1,1,19,4,1,115.8,1,0,0,1,0,0,18,0,0,6,7,6,12.571428571428571,0,0,6,6,6,13.666666666666666,0,13.9,-0.3,0.79,Graduate,0,0.0
1,1,3,9670,1,1,126.0,1,37,37,0,0,136.5,1,0,0,1,0,0,18,0,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32,Graduate,0,0.0
1,17,3,9500,1,1,143.0,1,3,3,9,7,129.0,1,0,0,1,1,0,19,0,0,7,8,7,13.3625,0,0,8,9,8,14.444444444444445,0,13.9,-0.3,0.79,Graduate,0,0.0
1,1,1,9085,1,1,144.0,13,3,3,6,6,137.6,1,0,0,1,0,1,19,1,0,5,6,5,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,Graduate,0,0.0
1,17,2,9773,1,1,126.0,1,37,38,5,5,129.5,1,0,1,0,0,0,18,0,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,Dropout,1,0.0
1,51,1,9238,1,39,140.0,1,38,38,5,7,129.1,1,0,0,1,0,1,20,0,6,11,11,11,12.818181818181818,0,6,11,11,11,13.545454545454543,0,12.4,0.5,1.79,Graduate,0,0.0
1,17,5,9500,1,1,148.0,1,1,19,4,8,130.2,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.0
1,42,1,9500,1,1,100.0,1,19,37,5,7,134.3,1,0,0,1,0,0,28,0,12,17,21,17,13.394736842105264,0,11,17,19,17,13.554736842105264,0,16.2,0.3,-0.92,Graduate,0,0.0
1,1,1,9238,1,1,151.0,1,37,1,9,9,138.4,1,0,0,1,0,1,20,0,0,6,8,6,14.25,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Graduate,0,0.0
1,42,1,8014,0,1,120.0,1,37,38,90,7,120.0,1,0,0,1,0,0,30,0,9,11,19,9,13.444444444444445,1,5,7,7,7,14.714285714285714,0,7.6,2.6,0.32,Dropout,1,0.0
1,1,4,9500,1,1,135.0,1,1,19,9,7,123.5,1,0,0,1,0,1,19,0,0,7,8,7,12.285714285714286,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,Graduate,0,0.0
1,1,2,9070,1,1,121.0,1,19,19,3,3,116.1,1,0,0,1,0,0,22,0,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,Graduate,0,0.0
1,1,1,9254,1,1,116.0,1,38,38,5,8,110.8,1,0,0,1,0,0,18,0,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,0,0.0
1,17,1,9853,1,1,147.0,1,37,37,9,9,142.8,1,0,0,1,0,0,23,0,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,Dropout,1,0.0
1,17,4,9070,1,1,160.0,1,1,19,5,7,155.5,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,0,0.0
2,39,1,9773,1,19,100.0,1,37,37,0,0,163.5,0,0,1,0,1,0,50,0,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.0
1,1,1,171,1,1,151.0,41,3,3,2,5,161.9,1,0,0,1,0,1,19,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0,0.0
1,17,2,9254,1,1,124.0,41,19,38,9,9,123.3,1,0,0,1,0,0,22,1,0,6,7,6,10.833333333333334,0,0,6,6,6,10.666666666666666,0,13.9,-0.3,0.79,Graduate,0,0.0
1,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,0,0,1,1,0,1,23,1,3,6,7,6,13.142857142857142,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,0,0.0
1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,0,0,1,0,0,1,20,0,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout,1,0.0
4,39,1,9238,1,19,133.1,1,37,37,9,10,103.5,0,0,0,0,0,0,44,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1,0.0
4,39,1,9003,1,19,133.1,1,37,37,9,9,110.0,0,0,0,1,1,0,49,0,6,12,17,7,12.0,0,3,12,19,9,11.22222222222222,0,15.5,2.8,-4.06,Graduate,0,0.0
2,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,0,0,0,1,1,0,46,0,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,Graduate,0,0.0
1,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,1,0,0,0,1,0,41,0,3,3,3,3,12.333333333333334,0,2,2,2,2,11.0,0,12.4,0.5,1.79,Dropout,1,0.0
1,17,3,9500,1,1,133.0,1,38,19,9,8,128.8,1,0,0,1,1,0,18,0,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,Graduate,0,0.0
3,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,0,0,0,1,1,0,43,0,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Graduate,0,0.0
4,39,2,9147,1,19,133.1,1,37,37,9,7,116.4,0,0,1,0,1,0,70,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.0
4,39,1,9130,1,19,133.1,1,37,38,9,4,100.9,0,0,0,1,1,0,48,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.0
2,43,1,9003,1,1,133.1,1,37,37,9,7,136.0,0,0,0,1,1,0,41,0,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,Graduate,0,0.0
1,39,1,33,1,1,100.0,41,38,37,9,8,100.0,0,0,1,0,1,0,35,1,0,7,18,3,11.25,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,1,0.0
2,39,1,9130,1,19,133.1,1,2,1,2,9,157.0,1,0,0,1,1,0,44,0,1,5,13,4,14.0,3,1,5,9,4,15.5,2,10.8,1.4,1.74,Graduate,0,0.0
1,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,1,0,1,1,1,0,18,0,0,5,15,4,13.333333333333334,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,Dropout,1,0.0
2,1,1,8014,0,1,165.0,1,37,37,0,0,162.9,1,0,0,1,1,0,45,0,0,6,7,6,13.666666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate,0,0.0
1,44,1,9003,1,39,140.0,1,1,38,9,1,140.0,1,0,0,1,1,0,22,0,0,6,12,5,12.6,0,0,6,11,6,11.714285714285714,0,12.4,0.5,1.79,Graduate,0,0.0
1,43,1,9119,1,1,140.0,1,37,38,5,7,146.5,0,0,0,1,1,0,39,0,0,5,10,3,17.333333333333332,0,0,5,11,1,17.0,0,13.9,-0.3,0.79,Dropout,1,0.0
2,39,1,9147,1,19,133.1,1,37,19,9,3,128.0,0,0,0,1,1,0,49,0,0,5,9,3,14.0,0,0,5,8,3,13.666666666666666,0,8.9,1.4,3.51,Dropout,1,0.0
1,7,1,9556,1,4,190.0,1,5,5,2,2,190.0,1,0,0,1,1,0,43,0,4,4,4,4,13.875,0,1,1,1,1,12.5,0,11.1,0.6,2.02,Dropout,1,0.0
2,39,1,9991,0,1,120.0,1,37,37,9,9,133.2,1,0,0,1,1,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.0
1,39,1,9238,1,12,100.0,1,37,37,9,9,124.3,0,0,0,1,1,0,47,0,3,9,9,9,13.11111111111111,0,3,7,7,7,14.857142857142858,0,10.8,1.4,1.74,Graduate,0,0.0
5,39,1,9991,0,1,120.0,1,37,37,9,9,138.1,0,0,0,1,1,1,37,0,0,5,8,5,13.0,0,0,5,11,4,13.333333333333334,2,16.2,0.3,-0.92,Dropout,1,0.0
2,39,1,8014,0,1,133.1,1,19,1,4,8,144.3,0,0,0,1,1,0,41,0,6,10,10,10,12.5,0,3,7,7,7,12.142857142857142,0,10.8,1.4,1.74,Graduate,0,0.0
2,39,1,9003,1,1,150.0,1,37,37,9,6,140.0,0,0,0,1,1,0,60,0,17,18,18,18,14.11111111111111,0,11,13,13,13,14.23076923076923,0,15.5,2.8,-4.06,Graduate,0,0.0
2,39,1,9254,1,1,120.0,1,1,19,9,9,148.3,0,0,0,1,1,0,47,0,6,11,11,11,14.727272727272728,0,6,9,9,9,15.77777777777778,0,10.8,1.4,1.74,Graduate,0,0.0
1,39,1,8014,0,1,133.1,1,37,11,9,7,96.0,0,0,1,0,1,0,50,0,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.0
2,39,1,9991,0,19,133.1,1,38,38,90,90,121.7,1,0,0,1,1,0,45,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,0.0
1,39,1,9119,1,1,100.0,1,37,37,9,8,160.0,0,0,1,0,1,0,45,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.0
2,39,1,9085,1,1,133.1,1,37,37,90,90,110.3,0,0,0,1,1,0,33,0,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate,0,0.0
1,1,1,9500,1,1,143.0,1,3,3,2,2,129.0,0,0,0,1,1,0,18,0,0,8,8,7,13.105714285714283,0,0,8,8,7,13.105714285714283,0,10.8,1.4,1.74,Graduate,0,0.0
2,39,1,9085,1,1,120.0,1,37,37,6,6,150.0,0,0,0,1,1,0,43,0,0,5,8,5,13.5,2,0,5,5,5,14.4,0,9.4,-0.8,-3.12,Graduate,0,0.0
