Marital_status,Application_mode,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
1,1,128.0,127.3,1,0,1,0,1,19,6,6,14.0,6,8,6,12.285714285714286,0,1
1,7,130.0,130.0,0,0,1,0,0,34,6,0,0.0,6,0,0,0.0,0,0
1,16,137.0,122.7,1,0,1,0,1,18,7,7,15.285714285714286,8,8,8,16.075,0,1
1,17,123.0,113.9,1,0,1,0,0,18,6,6,13.166666666666666,6,6,6,12.666666666666666,0,1
1,1,156.0,151.1,0,1,1,1,0,19,5,5,13.6,5,11,5,12.833333333333334,5,1
1,17,133.1,125.8,1,0,0,1,1,22,4,0,0.0,4,8,0,0.0,0,0
2,43,100.0,128.2,0,0,1,1,0,32,10,10,11.4,9,9,4,11.5,0,1
1,39,140.0,135.1,0,0,1,1,0,61,5,0,0.0,5,0,0,0.0,0,0
1,39,130.0,120.2,1,0,1,1,0,30,5,5,11.0,5,5,5,11.6,0,1
2,39,133.1,132.8,0,1,0,1,0,45,5,0,0.0,5,11,0,0.0,0,0
1,44,140.0,140.0,0,0,1,1,0,20,6,6,13.571428571428571,6,6,6,12.666666666666666,0,1
1,18,137.0,129.3,0,0,1,0,0,19,7,0,0.0,8,0,0,0.0,0,0
1,42,120.0,108.2,1,0,1,1,0,26,10,4,11.25,11,11,4,12.0,0,0
1,17,125.0,125.4,1,0,1,1,0,19,5,3,13.333333333333334,5,5,1,11.0,0,0
1,17,130.0,140.2,0,0,1,1,1,19,6,6,12.0,6,7,6,11.666666666666666,0,1
1,1,115.0,116.1,1,0,1,1,0,19,6,6,12.5,6,7,5,13.0,0,1
1,1,150.0,137.8,1,0,1,1,1,19,5,5,13.2,5,6,5,12.666666666666666,0,1
1,1,134.0,128.4,1,0,0,1,0,19,5,0,0.0,4,4,0,0.0,0,0
1,39,120.0,106.0,1,0,0,1,0,28,5,3,11.666666666666666,5,8,2,11.5,1,0
1,43,141.0,130.2,0,0,1,1,0,24,15,15,13.466666666666669,14,14,14,13.642857142857142,0,1
1,1,133.0,126.0,0,0,1,1,0,18,5,3,13.666666666666666,5,5,5,13.2,0,1
1,1,121.0,113.0,1,0,1,1,1,18,6,6,11.666666666666666,6,12,5,10.2,0,1
1,44,120.0,120.0,0,0,1,1,0,21,6,5,13.4,6,9,5,12.4,0,1
2,39,148.0,130.9,0,0,0,1,0,28,5,0,0.0,5,6,0,0.0,0,0
1,39,133.1,120.0,0,0,1,1,0,58,6,0,0.0,6,6,0,0.0,0,0
2,39,135.0,134.1,1,0,0,1,0,49,5,0,0.0,5,5,0,0.0,0,0
1,43,130.0,114.8,0,0,1,1,0,25,5,4,13.75,5,5,4,14.75,0,1
4,42,133.1,123.0,1,0,1,1,0,33,5,1,10.0,5,5,0,0.0,0,0
2,39,133.1,118.0,0,0,0,1,0,33,5,0,0.0,5,5,0,0.0,0,0
2,43,110.0,100.0,0,0,1,1,0,40,2,1,16.0,4,5,4,15.5,0,1
2,39,170.0,151.1,0,0,1,1,0,48,5,5,12.285714285714286,5,8,5,11.125,0,1
1,39,133.1,106.0,1,0,1,1,0,24,7,6,12.666666666666666,7,7,6,12.666666666666666,1,1
2,1,139.0,127.1,0,0,1,1,1,23,5,5,11.8,5,7,4,13.25,1,1
1,39,133.1,155.5,1,1,0,1,0,39,5,5,10.6,5,7,5,14.666666666666666,0,0
1,18,133.1,101.0,0,0,1,1,0,21,11,9,11.9,9,14,8,12.25,0,1
1,42,120.0,128.2,1,0,1,1,0,34,6,4,11.25,5,8,2,10.5,0,0
1,1,134.0,122.8,0,0,1,1,0,18,6,6,12.0,6,6,6,12.5,0,1
1,1,128.0,116.5,0,0,1,1,0,19,5,2,10.0,5,8,1,16.0,0,0
1,1,154.0,142.0,0,0,1,1,0,19,8,7,13.714285714285714,8,8,7,13.714285714285714,0,1
1,7,150.0,150.0,0,0,1,1,0,28,6,6,14.875,6,12,6,15.8,0,1
1,17,134.0,133.3,1,0,1,1,0,18,6,5,10.8,6,6,0,0.0,0,0
1,1,127.0,115.8,1,0,1,1,0,19,6,3,12.0,6,12,2,10.0,0,0
1,17,133.1,100.0,1,1,0,1,0,19,6,5,12.5,6,19,2,13.5,0,0
1,17,130.0,128.6,1,0,1,0,0,18,7,7,14.728571428571428,8,11,8,16.327272727272728,0,1
1,1,135.0,137.1,1,0,1,0,0,18,6,6,12.0,6,8,5,14.8,0,1
1,1,143.0,149.0,1,0,1,0,0,18,6,6,11.428571428571429,6,7,6,11.0,0,0
1,44,150.0,147.0,1,0,1,0,0,19,6,6,14.166666666666666,6,6,6,13.5,0,1
2,7,150.0,150.0,0,0,1,0,0,31,6,5,12.5,6,10,5,14.6,0,1
1,39,130.0,103.5,0,0,1,0,1,33,6,6,14.166666666666666,6,6,6,14.333333333333334,0,1
1,17,115.0,109.4,1,0,1,0,0,19,6,6,12.666666666666666,6,8,5,13.4,0,1
1,1,146.0,143.6,1,0,1,0,0,18,6,6,12.5,6,6,6,13.0,0,0
1,17,132.0,124.3,0,0,1,0,0,18,6,0,0.0,6,0,0,0.0,0,0
1,1,116.0,119.5,1,0,0,0,0,18,6,0,0.0,6,0,0,0.0,0,0
1,1,163.0,175.6,1,0,1,0,0,18,0,0,0.0,0,0,0,0.0,0,1
1,17,122.0,116.1,1,0,1,0,1,19,5,5,11.2,5,5,3,11.0,0,1
1,17,136.0,126.6,1,0,1,0,0,18,6,6,16.5,6,7,6,17.428571428571427,0,0
1,17,142.0,130.8,1,0,1,0,0,18,5,3,13.666666666666666,5,5,5,12.0,0,1
1,17,139.0,133.5,1,0,1,0,1,18,8,7,15.228571428571428,8,8,7,15.228571428571428,0,1
1,53,140.0,136.9,1,0,1,0,0,21,9,9,12.77777777777778,9,9,9,13.22222222222222,0,1
1,1,165.0,142.3,0,0,1,0,1,18,8,7,14.428571428571429,8,8,7,14.428571428571429,0,1
1,17,122.0,114.3,1,0,1,0,0,18,6,6,13.875,6,7,6,13.714285714285714,0,1
1,1,135.0,122.9,1,0,1,0,0,18,7,7,13.128,8,13,6,13.193333333333332,0,1
1,17,128.0,117.2,1,0,1,0,0,20,7,6,11.605,8,10,7,12.4125,0,1
1,17,139.0,152.0,0,0,1,0,1,18,5,5,14.6,5,8,5,12.0,0,1
1,1,125.0,122.2,1,0,1,0,0,18,6,0,0.0,6,0,0,0.0,0,0
1,18,102.0,101.7,1,0,1,0,1,20,5,5,11.8,5,6,5,11.6,0,1
1,17,116.0,119.9,1,0,1,0,0,20,6,6,12.333333333333334,6,6,6,12.333333333333334,0,1
1,17,138.0,123.7,1,1,1,0,1,19,5,4,11.0,5,5,0,0.0,0,0
1,51,135.0,121.8,0,0,1,0,1,19,11,11,13.181818181818182,11,11,11,12.909090909090908,0,1
1,17,110.0,106.1,1,1,0,0,1,18,6,1,11.0,6,0,0,0.0,0,0
1,17,132.0,124.3,1,1,1,0,1,19,6,6,11.833333333333334,6,7,6,12.285714285714286,0,1
1,1,126.0,124.3,1,0,1,0,1,20,8,8,12.98125,8,8,8,12.98125,0,1
1,44,117.4,117.4,1,0,1,0,0,21,7,6,11.333333333333334,5,6,5,11.2,0,1
1,43,120.0,112.7,0,0,1,0,0,21,8,6,11.68,8,12,6,11.68,0,1
1,17,116.0,123.7,0,0,1,0,0,20,6,6,14.5,6,7,6,13.5,0,1
1,18,111.0,105.8,1,0,1,0,0,19,7,7,13.142857142857142,7,8,7,12.857142857142858,0,1
1,17,128.0,124.2,0,0,0,0,0,21,5,2,11.5,5,7,2,10.5,0,0
1,1,123.0,122.3,0,0,1,0,0,18,5,5,14.2,5,7,5,11.8,0,1
1,1,131.0,123.7,0,0,1,0,1,19,6,5,11.666666666666666,6,7,5,12.2,0,1
1,17,135.0,129.8,1,0,1,0,0,18,7,7,13.175,8,8,8,14.875,0,1
1,1,136.0,123.8,1,0,1,0,1,19,8,7,13.314285714285717,8,8,7,13.314285714285717,0,1
1,1,132.0,126.4,1,0,1,0,1,18,5,3,10.6,5,12,3,10.5,0,1
1,1,144.0,138.4,0,0,1,0,0,18,6,6,13.428571428571429,6,7,6,14.142857142857142,0,1
1,17,129.0,118.2,1,0,1,0,1,18,5,4,13.25,5,8,5,15.571428571428571,0,1
1,17,136.0,121.7,1,0,1,0,0,18,6,2,13.0,6,6,0,0.0,0,0
1,17,125.0,119.8,0,0,1,0,0,18,6,0,0.0,6,0,0,0.0,0,0
1,1,154.0,164.9,0,0,1,0,0,18,6,6,14.0,6,6,6,13.166666666666666,0,1
1,42,100.0,100.0,1,0,1,0,1,20,2,2,12.0,6,11,6,12.833333333333334,0,1
1,17,126.0,120.4,1,0,1,0,0,18,6,5,11.8,6,7,5,10.4,1,1
1,18,124.0,117.8,0,0,1,0,1,20,8,7,12.791428571428572,8,8,7,12.791428571428572,1,1
4,43,150.0,110.0,0,0,1,0,0,40,8,8,11.625,7,12,5,11.2,0,1
1,1,133.0,128.8,1,0,1,0,1,18,7,6,11.994444444444444,8,11,7,12.43142857142857,0,1
1,1,126.0,116.6,1,0,1,0,0,19,6,5,11.6,6,12,5,12.2,0,1
1,7,120.0,120.0,0,0,1,0,0,24,5,0,0.0,5,6,0,0.0,0,0
1,1,175.0,157.5,1,0,1,0,0,19,6,6,13.166666666666666,6,7,6,13.166666666666666,0,0
1,1,141.0,136.3,1,0,1,0,0,19,8,7,14.1,8,8,7,14.1,0,1
1,1,133.0,121.5,1,0,1,0,1,20,7,6,12.396666666666668,8,9,7,12.94285714285714,0,1
1,1,143.0,133.9,0,0,1,0,0,18,7,7,15.014285714285714,8,8,8,16.0875,0,1
1,1,141.0,136.8,1,0,1,0,1,18,0,0,0.0,0,0,0,0.0,0,1
1,17,134.0,133.5,1,0,1,0,0,19,7,7,14.05,8,8,8,15.1,0,1
1,17,138.0,130.0,1,0,1,0,0,18,7,7,14.85,8,8,8,15.2,0,0
1,44,140.0,140.0,1,0,1,0,0,19,6,6,13.0,6,19,5,13.0,0,1
1,1,142.0,132.7,1,0,1,0,1,19,7,7,14.7875,8,8,8,15.8625,0,1
1,1,118.0,117.8,0,0,1,0,1,19,7,7,13.7,8,9,7,14.671428571428574,0,1
1,1,131.0,126.1,1,0,1,0,1,19,7,7,12.495714285714286,8,9,7,12.242857142857144,0,0
1,1,130.0,120.0,0,0,1,0,0,19,7,6,14.566666666666668,7,7,6,14.566666666666668,0,1
1,39,133.1,100.0,1,1,0,0,0,25,5,5,11.2,5,5,4,11.25,0,0
1,1,130.0,116.8,0,0,1,0,0,20,8,7,12.685714285714283,8,8,7,12.685714285714283,0,1
1,53,130.0,128.3,0,1,0,0,0,23,9,7,13.571428571428571,9,14,4,13.25,0,0
1,1,133.1,117.0,0,0,1,0,0,20,6,0,0.0,6,0,0,0.0,0,0
1,39,130.0,131.5,0,0,1,0,0,27,6,5,11.0,6,7,6,11.166666666666666,0,1
1,1,149.0,134.8,0,0,1,0,0,18,8,8,14.445,8,8,8,14.445,0,1
1,7,130.0,130.0,1,1,0,0,0,23,12,11,14.0,10,11,8,14.625,0,0
1,1,145.0,127.5,1,0,1,0,1,19,7,6,13.416666666666666,7,7,6,13.416666666666666,0,1
1,1,130.0,123.0,0,0,1,0,0,18,5,5,12.333333333333334,5,7,5,11.4,0,1
1,43,128.0,100.0,1,0,1,0,0,20,7,7,13.1,8,8,8,14.8125,0,1
1,1,111.0,114.2,1,0,1,0,0,18,6,4,13.2,6,10,5,12.8,0,1
1,1,140.0,123.5,1,0,1,0,1,19,8,8,14.75,8,8,8,14.75,0,1
1,44,140.0,144.3,1,0,1,0,1,19,6,6,13.142857142857142,6,6,6,14.333333333333334,0,1
1,1,151.0,161.9,0,0,1,0,0,18,5,4,13.75,5,8,5,14.857142857142858,0,1
1,1,132.0,135.9,0,0,1,0,0,18,6,5,12.4,6,7,6,13.0,0,1
1,1,116.0,110.1,1,0,1,0,0,18,6,6,13.333333333333334,6,6,6,12.0,0,1
1,2,120.0,122.5,0,0,0,0,0,28,11,11,11.727272727272728,8,8,8,12.0,0,0
1,17,158.0,138.1,1,0,1,0,0,19,6,4,12.5,6,11,1,14.0,0,0
1,43,116.0,117.3,1,1,1,0,0,20,0,0,0.0,0,0,0,0.0,0,0
1,1,112.0,106.8,1,0,1,0,1,19,7,6,13.533333333333331,8,9,7,13.614285714285714,0,1
1,1,126.0,120.1,0,0,1,0,1,20,6,6,13.166666666666666,6,6,6,12.666666666666666,0,1
1,1,120.0,116.5,1,0,1,0,1,19,6,5,13.2,6,8,5,11.0,0,1
1,1,153.0,139.7,1,0,1,0,1,19,7,7,13.428571428571429,7,7,7,14.857142857142858,0,1
1,1,124.0,123.7,1,0,1,0,1,18,6,6,12.714285714285714,6,8,6,12.625,0,1
1,17,127.0,116.5,0,0,1,0,0,19,6,0,0.0,6,0,0,0.0,0,0
1,17,126.0,122.2,0,0,1,0,1,19,6,6,13.666666666666666,6,9,6,13.666666666666666,0,1
1,1,133.1,146.0,0,1,1,0,0,20,6,5,11.0,6,6,6,13.166666666666666,0,1
1,17,130.0,123.8,0,0,1,0,0,18,5,4,12.0,5,6,5,12.0,0,1
1,17,127.0,120.0,0,0,1,0,0,18,6,0,0.0,6,0,0,0.0,0,0
1,17,143.0,126.9,1,0,1,0,0,18,6,5,11.0,6,6,6,11.666666666666666,0,1
1,18,130.0,121.3,1,0,1,0,0,20,6,5,12.0,6,8,6,11.571428571428571,0,0
1,17,136.0,129.0,1,0,1,0,1,19,7,7,13.308571428571428,8,10,8,12.55,0,1
1,1,125.0,114.9,1,1,0,0,0,21,6,3,13.666666666666666,6,7,3,10.666666666666666,0,0
1,17,110.0,106.5,1,1,0,0,0,20,6,0,0.0,6,9,0,0.0,0,0
1,1,130.0,133.9,1,0,1,0,0,18,6,5,12.2,6,8,4,11.25,0,1
1,1,135.0,124.9,0,0,1,0,1,20,6,6,12.666666666666666,6,6,6,12.833333333333334,0,1
1,1,133.0,128.5,1,0,1,0,1,19,8,8,14.07125,8,8,8,14.07125,0,1
1,1,122.0,126.2,1,0,1,0,0,22,5,4,14.25,5,9,5,13.2,4,0
1,17,122.0,121.7,1,0,0,0,0,22,6,0,0.0,2,2,0,0.0,2,0
1,1,128.0,120.3,1,0,1,0,0,19,6,2,13.0,6,8,5,11.6,0,1
1,1,139.0,127.8,1,0,1,0,0,19,0,0,0.0,0,0,0,0.0,0,0
1,1,124.0,123.3,1,0,1,0,1,20,8,7,14.901428571428571,8,8,7,14.901428571428571,1,0
1,1,135.0,126.3,1,1,1,0,1,18,7,7,12.65,8,9,8,12.445555555555554,0,1
1,51,110.0,128.2,0,0,0,0,0,22,12,7,11.0,5,5,5,10.6,0,0
1,17,138.0,134.9,1,0,1,0,0,20,5,4,12.4,5,9,5,12.666666666666666,0,1
1,44,140.0,140.0,0,0,1,0,0,19,6,6,12.0,6,7,6,12.666666666666666,0,1
1,1,126.0,115.5,1,0,1,0,1,19,7,7,12.135714285714286,8,10,7,13.328571428571427,0,1
1,1,145.0,136.6,0,0,1,0,1,19,7,6,13.766666666666666,8,10,7,14.051428571428572,0,1
1,18,124.0,119.3,1,0,1,0,0,19,8,8,13.11625,8,8,8,13.11625,0,1
1,1,160.0,152.0,1,0,0,0,0,19,5,0,0.0,6,0,0,0.0,0,0
1,1,138.0,144.3,0,0,1,0,0,20,7,6,12.7,8,8,7,13.571428571428571,0,1
1,17,127.0,129.5,1,0,1,0,1,20,7,6,12.333333333333334,7,7,6,12.333333333333334,0,1
1,1,111.0,105.4,0,0,1,0,0,20,5,5,13.333333333333334,5,6,5,13.2,0,1
1,42,100.0,136.0,1,0,1,0,0,21,7,7,14.355555555555554,8,8,8,13.49375,0,1
1,44,160.0,160.0,0,1,1,0,1,19,6,6,13.0,6,11,5,13.0,0,1
1,1,152.0,139.1,0,0,1,0,1,19,6,6,12.833333333333334,6,6,6,13.5,0,1
1,1,144.0,126.9,0,0,1,0,1,21,5,5,13.2,5,5,4,13.0,0,1
1,39,133.8,184.0,0,0,1,0,0,28,7,7,17.005555555555556,8,9,8,16.582222222222224,0,1
1,1,125.0,125.0,1,1,0,0,1,19,6,5,10.6,6,8,5,11.0,0,1
1,1,150.0,138.5,0,0,1,0,1,18,5,5,14.0,5,6,5,13.6,0,1
5,17,143.0,133.5,1,0,1,0,1,18,8,7,12.114285714285714,8,8,7,12.114285714285714,0,1
1,1,145.0,141.5,1,0,1,0,1,18,8,8,13.05875,8,8,8,13.05875,0,1
1,42,120.0,130.0,1,0,1,0,0,22,8,7,13.285714285714286,8,8,7,13.285714285714286,0,1
1,1,145.0,145.0,0,0,1,0,1,18,7,7,14.071428571428571,8,8,8,15.1625,0,1
1,17,122.0,114.3,0,0,0,0,0,20,6,0,0.0,6,0,0,0.0,0,0
1,44,110.0,108.3,0,0,0,0,0,26,9,4,11.25,10,12,3,11.0,0,0
1,1,136.0,125.2,1,0,1,0,1,18,6,6,14.0,6,8,6,13.625,0,1
1,1,145.0,131.7,1,0,1,0,1,21,6,6,12.166666666666666,6,11,3,11.666666666666666,0,0
1,17,141.0,126.3,1,0,1,0,0,18,8,7,13.297142857142855,8,8,7,13.297142857142855,0,1
1,1,149.0,147.6,1,0,1,0,0,20,6,6,13.923076923076923,6,9,6,14.25,0,1
1,1,130.0,125.1,1,0,1,0,0,18,7,7,13.37,8,13,7,12.833333333333334,0,1
1,1,128.0,130.8,1,0,1,0,0,20,5,4,15.0,5,5,4,13.75,0,0
1,1,152.0,154.1,0,1,1,0,1,18,6,6,13.333333333333334,6,7,6,12.571428571428571,0,1
1,1,107.0,103.5,1,0,1,0,0,22,6,5,13.4,6,9,5,12.2,0,1
1,51,141.0,100.0,0,0,1,0,0,21,5,4,11.5,5,5,5,11.4,0,1
1,1,148.0,133.8,0,0,1,0,0,18,8,7,13.485714285714284,8,8,7,13.485714285714284,0,1
1,1,130.0,118.5,0,0,1,0,1,18,6,6,12.0,6,8,6,11.285714285714286,0,1
1,17,145.0,150.3,1,0,1,0,0,19,0,0,0.0,0,0,0,0.0,0,0
1,1,135.0,120.5,1,0,1,0,0,19,8,7,13.258571428571427,8,11,7,13.258571428571427,0,1
1,17,123.0,120.6,1,0,0,0,0,19,6,3,11.666666666666666,6,15,1,10.0,0,0
1,16,126.0,118.7,1,0,1,0,1,21,6,6,13.571428571428571,6,6,6,12.5,0,1
1,1,150.0,130.8,0,0,1,0,1,20,6,5,11.8,6,9,5,11.833333333333334,0,1
1,1,121.0,112.6,1,0,1,0,1,20,5,5,14.2,5,7,5,13.285714285714286,0,1
1,39,133.1,117.2,0,0,1,0,0,41,5,5,11.0,5,6,5,11.8,1,1
1,17,139.0,131.8,1,0,1,0,0,18,8,7,14.652857142857142,8,8,7,14.652857142857142,0,1
4,39,160.0,97.0,0,0,1,0,1,35,6,6,11.333333333333334,6,6,6,11.333333333333334,0,1
1,39,110.0,130.0,0,1,0,0,0,32,7,4,13.7,7,7,0,0.0,0,0
1,39,140.0,148.0,0,0,1,0,0,37,11,11,13.727272727272728,8,8,8,14.75,0,1
2,39,130.0,103.4,0,0,1,0,0,30,7,7,11.75,8,12,7,11.142857142857142,0,0
1,43,132.0,127.1,0,0,1,1,0,23,6,6,12.333333333333334,6,11,5,13.0,0,1
1,17,139.0,124.0,1,0,1,0,1,20,6,6,14.0,6,7,6,13.857142857142858,0,0
1,1,135.0,121.4,0,0,1,1,0,21,5,4,11.5,5,6,4,11.75,0,1
1,1,117.0,118.1,0,0,1,1,0,19,5,5,11.2,5,5,5,13.2,0,1
1,17,137.0,121.3,1,0,1,1,1,18,8,7,15.07,8,8,7,15.07,0,1
1,42,144.0,119.5,0,0,1,1,0,18,5,1,10.0,5,7,1,12.0,0,0
1,18,140.0,130.2,1,0,1,1,0,22,6,4,13.0,6,11,4,12.6,0,1
1,17,130.0,130.0,1,0,1,1,0,18,6,4,11.0,6,7,3,11.25,0,0
1,16,130.0,126.9,1,0,1,0,0,18,6,6,13.571428571428571,6,11,5,12.166666666666666,0,1
1,1,152.0,168.5,1,0,1,1,0,21,6,5,14.6,6,6,5,14.2,0,1
4,39,133.1,130.0,0,1,1,0,0,38,7,3,11.833333333333334,7,14,2,10.0,0,0
1,18,140.0,122.8,0,0,1,0,1,19,7,7,12.625,8,11,8,12.5125,0,1
6,39,133.1,110.0,0,0,1,0,0,36,7,4,11.5,7,14,3,12.333333333333334,0,0
1,16,140.0,127.1,1,0,1,0,0,18,5,4,13.25,5,10,4,10.5,0,1
1,1,133.1,108.5,1,0,1,0,0,19,7,7,12.60625,8,12,6,11.9,0,1
1,53,140.0,138.2,0,1,0,0,0,21,10,8,13.75,9,17,5,13.2,0,0
1,1,135.0,124.5,0,0,1,0,1,18,6,5,11.142857142857142,6,8,6,12.285714285714286,0,1
1,17,140.0,132.3,1,0,1,0,0,20,5,1,10.0,5,10,1,11.0,0,0
1,17,128.0,120.7,1,1,1,0,0,18,6,6,11.666666666666666,6,10,4,11.5,0,1
1,1,141.0,132.6,0,0,1,0,1,18,6,6,14.0,6,7,6,13.142857142857142,0,1
1,7,140.0,140.0,0,0,1,0,0,25,5,0,0.0,5,9,0,0.0,3,0
1,1,139.0,124.5,1,0,1,0,0,19,8,7,12.04142857142857,8,9,7,12.04142857142857,0,1
1,1,142.0,142.0,1,0,1,0,1,18,0,0,0.0,0,0,0,0.0,0,1
1,7,130.0,130.0,0,0,1,0,0,39,13,13,13.76923076923077,12,16,12,14.583333333333334,0,1
2,39,130.0,144.0,0,0,1,0,0,29,18,18,15.444444444444445,13,13,13,15.307692307692308,0,1
1,7,140.0,140.0,0,0,0,0,0,23,3,2,10.0,6,0,0,0.0,0,0
1,42,120.0,113.9,1,0,1,0,0,21,6,4,12.25,6,13,3,10.333333333333334,0,0
1,1,147.0,137.2,0,0,0,0,0,18,6,6,14.5,6,6,6,15.166666666666666,0,1
1,7,140.0,140.0,1,0,1,0,0,23,6,6,15.571428571428571,6,8,6,16.375,0,1
1,1,161.0,152.3,0,0,1,0,0,18,6,6,15.571428571428571,6,7,6,14.714285714285714,0,1
2,39,133.1,112.5,0,0,1,0,0,32,6,5,13.8,6,7,6,12.166666666666666,0,1
2,39,150.0,101.0,0,1,0,0,0,29,5,3,10.666666666666666,5,14,2,14.8,0,0
1,1,113.0,112.3,1,1,1,0,1,20,6,5,11.6,6,8,4,11.75,0,1
1,39,140.0,114.0,1,0,0,0,0,28,6,1,13.0,6,12,0,0.0,0,0
1,7,130.0,130.0,0,0,1,0,0,27,5,3,12.0,5,11,4,13.625,0,1
1,43,120.0,121.5,0,1,1,0,0,22,14,12,12.333333333333334,14,14,12,12.333333333333334,2,1
1,7,130.0,130.0,0,0,0,0,0,28,6,1,11.0,6,0,0,0.0,0,0
2,39,120.0,125.7,0,1,0,0,0,43,6,4,12.25,6,13,4,10.5,0,0
1,43,140.0,128.0,1,0,0,0,0,32,7,0,0.0,8,8,0,0.0,7,0
4,39,133.1,120.0,0,0,1,0,1,35,8,8,13.63,8,9,8,13.63,1,1
1,1,130.0,117.8,1,0,1,0,0,21,5,3,13.0,5,7,4,11.5,1,1
1,1,176.0,169.7,0,0,1,0,1,18,7,7,16.9,8,9,8,16.37777777777778,0,1
1,17,124.0,117.7,1,0,1,0,0,18,6,5,12.0,6,11,4,12.0,0,1
1,44,120.0,121.8,1,0,1,0,0,22,6,6,12.5,6,7,6,13.285714285714286,0,1
1,1,140.0,128.3,1,0,1,0,0,19,8,7,12.764285714285714,8,8,7,12.764285714285714,0,1
1,18,143.0,132.2,1,0,1,0,1,18,5,5,13.75,5,6,5,12.166666666666666,0,1
1,1,136.0,134.3,1,1,1,0,0,19,0,0,0.0,0,0,0,0.0,0,0
1,1,132.0,123.4,0,0,1,0,1,18,7,7,14.604285714285712,8,9,8,15.68333333333333,0,1
2,39,133.1,121.7,0,1,0,0,0,31,5,0,0.0,5,7,0,0.0,0,0
2,39,100.0,130.0,0,1,1,0,1,33,6,5,13.833333333333334,6,7,6,12.5,0,1
1,1,137.0,126.5,1,0,1,0,1,19,8,8,13.57625,8,8,8,13.57625,0,1
1,17,153.0,159.7,1,0,1,0,1,18,6,6,15.142857142857142,6,6,6,15.833333333333334,0,1
1,1,160.0,151.3,0,0,1,0,0,23,5,3,10.666666666666666,5,8,5,11.6,0,1
1,17,145.0,138.0,1,0,1,0,0,20,6,5,11.2,6,6,6,12.0,0,1
1,1,137.0,126.5,1,0,1,0,0,18,8,8,13.76375,8,8,8,13.76375,0,1
1,1,120.0,112.3,0,0,1,0,1,22,6,5,10.714285714285714,6,10,5,12.2,0,1
1,1,122.0,127.3,1,1,1,0,0,20,6,6,12.166666666666666,6,7,6,11.666666666666666,0,1
1,7,130.0,130.0,1,0,1,0,0,23,7,6,14.357142857142858,7,8,6,14.357142857142858,0,1
1,17,133.1,115.0,1,0,1,0,0,19,6,6,12.833333333333334,6,6,6,12.666666666666666,0,1
1,17,150.0,131.5,1,0,1,0,0,19,8,7,13.925714285714283,8,8,7,13.925714285714283,0,1
1,39,133.1,125.7,0,0,1,0,0,26,5,2,12.0,5,9,3,11.0,0,0
1,1,141.0,126.8,1,0,1,0,0,18,7,7,13.44285714285714,8,9,8,13.744444444444444,0,1
1,18,146.0,132.4,1,0,1,1,0,18,5,1,16.0,5,5,0,0.0,0,0
1,44,150.0,150.0,1,0,1,1,0,20,6,6,13.125,6,10,6,13.2,0,1
1,1,133.1,95.0,0,0,1,1,0,19,6,0,0.0,6,6,0,0.0,0,0
1,43,120.0,128.2,0,0,0,1,0,32,9,5,11.4,4,4,4,11.0,0,0
2,39,150.0,130.0,0,0,0,1,0,31,4,2,11.0,5,9,3,11.666666666666666,0,0
1,42,140.0,159.9,1,0,1,0,0,21,6,5,13.666666666666666,6,10,5,13.0,0,1
2,43,140.0,100.0,0,0,0,0,0,31,6,4,11.75,5,6,1,10.0,0,0
2,39,133.1,116.5,0,0,1,0,0,34,7,1,10.0,7,7,1,13.0,0,0
1,1,128.0,120.0,0,0,1,0,1,18,6,6,13.5,6,9,6,12.833333333333334,0,1
1,1,117.0,117.0,1,1,1,0,0,19,6,0,0.0,6,0,0,0.0,0,0
1,1,124.0,118.1,1,0,0,0,0,18,6,3,13.0,6,10,5,11.8,0,0
1,1,158.0,153.5,1,0,1,0,0,20,6,6,14.833333333333334,6,6,6,16.0,0,1
1,43,137.0,127.9,1,0,1,0,0,20,6,6,11.833333333333334,6,7,6,12.857142857142858,0,1
1,17,123.0,118.8,1,0,1,0,1,18,6,5,12.0,6,11,5,12.333333333333334,0,1
1,1,126.0,126.7,1,0,1,0,0,19,6,4,12.75,6,7,6,11.333333333333334,0,1
4,39,133.1,110.0,1,0,1,0,1,30,6,0,0.0,6,16,1,10.0,0,0
1,17,115.0,115.0,1,0,1,0,0,19,6,6,12.0,6,7,6,12.857142857142858,0,1
1,1,132.0,119.0,1,0,1,0,0,19,7,7,11.677777777777775,8,8,8,13.8,0,1
1,1,132.0,121.8,1,0,1,0,1,19,8,7,13.6,8,8,7,13.6,0,1
1,1,143.0,133.4,1,0,1,0,0,19,6,6,16.0,6,8,6,15.875,0,1
1,1,137.0,131.4,1,0,1,0,0,20,6,5,11.8,6,7,6,11.5,0,1
1,42,130.0,135.0,0,1,1,1,0,25,5,0,0.0,6,7,2,14.0,0,0
1,1,121.0,122.8,0,0,1,1,0,19,6,0,0.0,6,0,0,0.0,0,0
2,39,130.0,140.0,0,1,1,0,1,34,6,6,16.142857142857142,6,10,6,16.2,0,1
